Scenario_ID,Scenario_Type,Date,Event_date,Date_type,Event_Type,Process_Area,Loss_Amount_(kUSD),Frequency_(Nk),Severity_(Xi),OpVar_(%),ML,GDP_(%),VIX,Target,Loss_Outlier_Flag,Data_Quality_Flag
ALE-0450,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,147.61,2,1.83,2.21,1.99,3.1,24,0,Normal,Good
ALE-0169,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,174.76,1,1.54,1.45,1.47,3.8,18,2,Normal,Good
ALE-0173,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,207.41,4,1.03,3.37,2.48,2.8,24,1,Normal,Good
ALE-0869,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,117.62,4,0.97,2.32,2.45,2.8,20,1,Normal,Good
ALE-0680,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,218.78,1,2.96,1.34,0.94,3.7,28,0,Normal,Good
ALE-0716,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,125.52,1,1.76,3.43,2.34,3.7,18,2,Normal,Good
OLE-0666,OLE,18-09-2022,18-09-2022,Actual,Cyber-Fraud,ATM Network,88.51,4,1.32,0.79,1,3.5,14,2,Normal,Good
OLE-0365,OLE,03-07-2022,03-07-2022,Actual,Data Breach,E-Banking,14.83,2,1.04,1.1,1,3.3,19,1,Normal,Good
OLE-0078,OLE,12-12-2022,12-12-2022,Actual,Data Breach,ATM Network,32.51,4,0.36,0.82,1,3.6,22,1,Normal,Good
OLE-0028,OLE,26-11-2022,26-11-2022,Actual,System Failure,E-Banking,73.19,4,0.52,1.03,1,3.6,21,0,Normal,Good
ALE-0773,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,66.79,5,2.1,1.23,1.54,3.4,21,0,Normal,Good
OLE-0526,OLE,25-05-2023,25-05-2023,Actual,Cyber-Fraud,Payments,36.39,2,1.34,0.51,1,3.7,23,2,Normal,Good
OLE-0726,OLE,25-09-2023,25-09-2023,Actual,Cyber-Fraud,Payments,5,2,1.01,1.43,1,3.6,16,2,Normal,Good
OLE-0056,OLE,23-02-2023,23-02-2023,Actual,Cyber-Fraud,Payments,76.46,4,1.04,1.13,1,2.8,18,2,Normal,Good
OLE-0639,OLE,10-11-2022,10-11-2022,Actual,Tech Failure,Retail Banking,64.19,5,0.3,0.76,1,3.3,20,0,Normal,Good
OLE-0303,OLE,08-01-2022,08-01-2022,Actual,Tech Failure,E-Banking,23.45,4,1.17,1.16,1,3.6,24,1,Normal,Good
OLE-0719,OLE,22-07-2022,22-07-2022,Actual,System Failure,Retail Banking,68.49,5,0.85,1.25,1,2.7,15,1,Normal,Good
OLE-0625,OLE,28-02-2022,28-02-2022,Actual,Cyber-Fraud,Retail Banking,30.53,3,1.45,0.75,1,3,17,2,Normal,Good
OLE-0008,OLE,27-07-2023,27-07-2023,Actual,Data Breach,E-Banking,61.39,5,1.07,0.72,1,2.8,24,0,Normal,Good
OLE-0804,OLE,11-08-2023,11-08-2023,Actual,Tech Failure,Retail Banking,78.63,4,0.44,1.16,1,3,23,2,Normal,Good
ALE-0192,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,89.82,3,2.9,2.81,2.97,2.5,24,0,Normal,Good
OLE-0337,OLE,21-03-2023,21-03-2023,Actual,Tech Failure,Retail Banking,35.27,4,0.83,1.03,1,4,22,2,Normal,Good
OLE-0048,OLE,18-07-2022,18-07-2022,Actual,Cyber-Fraud,E-Banking,92.06,2,1.05,1.17,1,3.3,19,2,Normal,Good
ALE-0823,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,263.17,2,1.25,2.94,2.16,3.3,26,0,Normal,Good
OLE-0107,OLE,14-01-2023,14-01-2023,Actual,Cyber-Fraud,E-Banking,56.02,1,1.48,0.73,1,3.1,24,0,Normal,Good
OLE-0350,OLE,07-04-2023,07-04-2023,Actual,System Failure,Retail Banking,85.19,1,1.24,0.75,1,3.9,24,0,Normal,Good
ALE-0222,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,231.15,3,2.37,2.78,2.72,2.9,23,0,Normal,Good
OLE-0239,OLE,16-07-2023,16-07-2023,Actual,Tech Failure,Retail Banking,60.43,1,1.01,0.56,1,3,22,1,Normal,Good
OLE-0214,OLE,01-06-2023,01-06-2023,Actual,Data Breach,Payments,62.99,4,1.04,1.4,1,3.8,24,0,Normal,Good
ALE-0287,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,91.55,5,2.03,2.64,3.04,3.9,27,0,Normal,Good
ALE-0563,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,165.54,1,1.1,2.56,2.51,2.6,29,1,Normal,Good
ALE-0739,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,174.77,4,0.89,1.38,0.97,3.7,23,2,Normal,Good
OLE-0794,OLE,07-12-2022,07-12-2022,Actual,Cyber-Fraud,Retail Banking,5,1,1.48,1.34,1,2.6,16,2,Normal,Good
ALE-0239,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,150.55,3,2.13,3.1,2.82,2.9,27,0,Normal,Good
ALE-0477,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,150.55,4,2.99,2.34,2.53,3.3,24,2,Normal,Good
ALE-0609,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,109.19,5,2.83,1.98,1.72,3.2,16,2,Normal,Good
ALE-0935,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,293.64,2,2.66,2.38,1.76,2.8,22,0,Normal,Good
ALE-1034,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,248.76,4,2.22,1.9,1.33,3.4,26,1,Normal,Good
OLE-0524,OLE,17-01-2022,17-01-2022,Actual,Cyber-Fraud,ATM Network,65.64,4,0.91,0.85,1,3.1,14,1,Normal,Good
OLE-0233,OLE,26-03-2022,26-03-2022,Actual,Cyber-Fraud,E-Banking,100.51,3,0.81,0.83,1,3.8,20,2,Normal,Good
OLE-0645,OLE,30-08-2023,30-08-2023,Actual,Cyber-Fraud,Payments,5,2,0.62,0.93,1,4,20,0,Normal,Good
ALE-0854,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,119.53,2,2.64,1.24,0.91,3.9,15,0,Normal,Good
OLE-0534,OLE,22-12-2022,22-12-2022,Actual,Cyber-Fraud,E-Banking,35.97,4,0.83,0.98,1,2.8,14,1,Normal,Good
ALE-0855,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,140.26,1,2.08,2.4,2.33,3.3,22,2,Normal,Good
OLE-0604,OLE,28-12-2022,28-12-2022,Actual,Tech Failure,Payments,62.6,1,0.86,1.36,1,3,15,1,Normal,Good
ALE-1222,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,302.99,3,2.25,2.91,2.6,2.6,24,2,Normal,Good
ALE-0217,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,169.25,2,2.24,3.4,4.24,2.9,23,2,Normal,Good
ALE-0624,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,179.65,3,1.06,1.89,1.28,3.4,22,2,Normal,Good
OLE-0061,OLE,22-09-2022,22-09-2022,Actual,Data Breach,ATM Network,14.17,5,1.45,0.99,1,2.7,24,2,Normal,Good
ALE-0574,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,206.13,1,2.44,1.7,2.02,2.7,29,1,Normal,Good
OLE-0093,OLE,07-12-2023,07-12-2023,Actual,Data Breach,ATM Network,64.4,3,1.22,1.23,1,2.9,14,0,Normal,Good
OLE-0667,OLE,24-06-2022,24-06-2022,Actual,Tech Failure,Payments,14.16,3,0.56,1.12,1,2.6,14,2,Normal,Good
ALE-0404,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,176.11,1,2.94,1.33,1.11,3.8,20,0,Normal,Good
ALE-0977,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,216.84,1,1.03,1.38,1.14,2.8,18,0,Normal,Good
OLE-0281,OLE,12-04-2022,12-04-2022,Actual,Cyber-Fraud,Payments,72.12,5,0.49,0.57,1,2.8,18,1,Normal,Good
ALE-0513,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,221.34,3,2.06,3.26,2.88,3.9,26,1,Normal,Good
OLE-0360,OLE,15-09-2022,15-09-2022,Actual,System Failure,E-Banking,74.39,2,0.56,0.84,1,3.2,22,0,Normal,Good
ALE-0424,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,238.38,1,2.88,2.11,2.22,3.1,18,1,Normal,Good
ALE-0612,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,139.53,4,1.4,2.57,1.89,2.7,29,2,Normal,Good
OLE-0848,OLE,31-08-2023,31-08-2023,Actual,Cyber-Fraud,ATM Network,75.88,4,0.57,1.43,1,3.9,16,0,Normal,Good
ALE-0349,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,69.1,4,2.54,3.24,3.25,3.2,22,0,Normal,Good
ALE-0705,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,70.22,1,1.55,2.94,2.49,3.8,25,2,Normal,Good
OLE-0111,OLE,27-10-2023,27-10-2023,Actual,Tech Failure,E-Banking,53.85,4,1.21,1.02,1,2.8,18,2,Normal,Good
OLE-0043,OLE,09-04-2022,09-04-2022,Actual,System Failure,Payments,17.23,5,1.18,1.27,1,2.9,18,1,Normal,Good
OLE-0126,OLE,01-01-2022,01-01-2022,Actual,Data Breach,Retail Banking,110.45,4,1.19,0.61,1,3,21,2,Normal,Good
OLE-0205,OLE,10-03-2022,10-03-2022,Actual,Tech Failure,Payments,5,1,0.45,0.91,1,3.2,19,0,Normal,Good
OLE-0053,OLE,19-10-2023,19-10-2023,Actual,Tech Failure,ATM Network,71.77,5,0.32,1.1,1,3,16,0,Normal,Good
OLE-0546,OLE,04-04-2022,04-04-2022,Actual,Tech Failure,Payments,16.79,1,0.4,0.65,1,2.9,14,0,Normal,Good
OLE-0069,OLE,17-07-2022,17-07-2022,Actual,Data Breach,Payments,57.07,4,1.23,1.16,1,2.8,24,1,Normal,Good
ALE-0432,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,39.03,5,1.81,3.28,3.02,3.3,16,1,Normal,Good
ALE-0896,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,10,2,1.7,1.84,1.5,3.5,15,1,Normal,Good
OLE-0184,OLE,12-03-2022,12-03-2022,Actual,Tech Failure,E-Banking,23.82,3,0.96,1.13,1,3.4,15,0,Normal,Good
OLE-0138,OLE,05-07-2023,05-07-2023,Actual,Cyber-Fraud,E-Banking,101.32,4,1,1.5,1,3.8,18,0,Normal,Good
ALE-0042,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,153.59,2,1.18,1.81,1.57,2.7,18,2,Normal,Good
OLE-0797,OLE,26-09-2022,26-09-2022,Actual,Cyber-Fraud,ATM Network,29.23,2,1.45,1.18,1,3.9,18,2,Normal,Good
OLE-0133,OLE,27-05-2023,27-05-2023,Actual,Tech Failure,ATM Network,72.16,4,1.48,1.12,1,3.3,20,0,Normal,Good
OLE-0081,OLE,14-01-2023,14-01-2023,Actual,Tech Failure,Retail Banking,66.97,5,0.41,1.08,1,3.8,18,2,Normal,Good
ALE-0827,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,190.81,2,2.59,3.01,2.12,3.3,26,0,Normal,Good
ALE-0888,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,211.17,3,2.02,1.88,2,3,28,1,Normal,Good
OLE-0542,OLE,25-10-2022,25-10-2022,Actual,Cyber-Fraud,Payments,75.85,2,0.48,1.1,1,3.7,14,0,Normal,Good
ALE-0948,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,235.54,3,1.38,1.98,2.26,3.5,15,1,Normal,Good
ALE-0126,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,50.45,5,0.95,2.65,1.81,3.3,21,1,Normal,Good
OLE-0166,OLE,13-01-2023,13-01-2023,Actual,Cyber-Fraud,E-Banking,82.13,5,0.65,1.46,1,3.1,19,0,Normal,Good
OLE-0249,OLE,28-06-2023,28-06-2023,Actual,Tech Failure,E-Banking,63.19,4,1.11,0.94,1,3.3,14,2,Normal,Good
OLE-0447,OLE,29-04-2022,29-04-2022,Actual,Tech Failure,Payments,19.21,4,0.78,1.26,1,3.2,24,1,Normal,Good
ALE-0444,ALE,Synth-2022,Null,Synthetic,Tech Failure,Retail Banking,232.17,4,2.29,1.35,1.33,2.9,22,2,Normal,Good
ALE-0001,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,80.29,4,2.71,1.6,1.15,3.8,25,0,Normal,Good
ALE-1148,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,249.89,2,2.95,3.02,2.02,3.8,17,1,Normal,Good
OLE-0098,OLE,10-06-2022,10-06-2022,Actual,Cyber-Fraud,E-Banking,65.86,4,0.46,0.58,1,3.6,15,2,Normal,Good
OLE-0806,OLE,17-07-2023,17-07-2023,Actual,Data Breach,ATM Network,111.01,4,1.41,1,1,3.5,15,2,Normal,Good
OLE-0738,OLE,28-07-2023,28-07-2023,Actual,Tech Failure,ATM Network,43.27,2,0.43,1.35,1,3.3,21,1,Normal,Good
ALE-0566,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,221.51,2,0.91,2.73,3.21,3.6,19,1,Normal,Good
OLE-0103,OLE,20-04-2023,20-04-2023,Actual,Cyber-Fraud,ATM Network,10.59,3,0.72,1.4,1,2.5,21,2,Normal,Good
OLE-0435,OLE,20-07-2023,20-07-2023,Actual,System Failure,E-Banking,36.91,4,0.42,0.68,1,4,21,2,Normal,Good
OLE-0075,OLE,25-09-2022,25-09-2022,Actual,System Failure,E-Banking,25.13,3,0.96,0.89,1,2.7,17,1,Normal,Good
ALE-1171,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,237.97,5,1.87,1.7,1.93,3.2,28,1,Normal,Good
ALE-0501,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,88.1,4,1.83,1.49,1.19,2.6,21,2,Normal,Good
ALE-0565,ALE,Synth-2022,Null,Synthetic,Data Breach,E-Banking,130.14,2,2.69,2.4,2.57,3.8,27,2,Normal,Good
ALE-0373,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,136.92,5,1.65,2.49,1.83,3.1,15,2,Normal,Good
ALE-0061,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,178.41,1,2.24,2.1,2.24,3.6,19,0,Normal,Good
ALE-1080,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,86.5,5,2.24,3.33,3.42,3.8,29,0,Normal,Good
ALE-1033,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,172.63,4,2.19,2.36,2.02,3.9,27,2,Normal,Good
ALE-0976,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,169.84,2,1.67,1.44,1.04,3.3,21,0,Normal,Good
OLE-0763,OLE,20-09-2022,20-09-2022,Actual,Data Breach,E-Banking,33.38,5,0.75,0.87,1,3.3,14,0,Normal,Good
ALE-0132,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,112.45,3,1.7,1.87,2.31,3.4,23,1,Normal,Good
OLE-0389,OLE,03-08-2022,03-08-2022,Actual,Tech Failure,Payments,68.31,4,1.13,1.15,1,2.8,16,1,Normal,Good
OLE-0236,OLE,04-07-2023,04-07-2023,Actual,Data Breach,Retail Banking,56.41,4,0.65,1.38,1,3.2,21,2,Normal,Good
ALE-0853,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,138.35,3,1.57,2.19,1.59,3.6,15,0,Normal,Good
OLE-0268,OLE,06-06-2022,06-06-2022,Actual,Cyber-Fraud,Retail Banking,45.75,1,0.56,1.23,1,3.4,19,1,Normal,Good
ALE-0485,ALE,Synth-2022,Null,Synthetic,Tech Failure,ATM Network,197.81,1,2.27,3.48,2.76,3.6,25,2,Normal,Good
OLE-0118,OLE,25-07-2022,25-07-2022,Actual,Data Breach,E-Banking,41.84,4,1.28,0.81,1,3.7,19,2,Normal,Good
ALE-0961,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,ATM Network,202.26,3,1.3,1.66,1.16,2.9,22,1,Normal,Good
OLE-0674,OLE,15-07-2023,15-07-2023,Actual,Tech Failure,Retail Banking,61.41,1,0.92,1.01,1,2.7,16,1,Normal,Good
OLE-0250,OLE,18-06-2022,18-06-2022,Actual,Tech Failure,Retail Banking,73.37,2,0.5,1.29,1,3.6,15,0,Normal,Good
ALE-0790,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,202.6,1,1.33,2.77,3.22,2.9,22,1,Normal,Good
ALE-1286,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,172.05,4,2.38,1.84,1.42,3.3,29,1,Normal,Good
OLE-0095,OLE,27-05-2022,27-05-2022,Actual,Tech Failure,Payments,106.54,1,0.98,1.48,1,2.7,24,0,Normal,Good
OLE-0034,OLE,16-08-2023,16-08-2023,Actual,Tech Failure,ATM Network,58.37,4,1.34,0.72,1,2.6,18,2,Normal,Good
ALE-0802,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,232.99,2,1.29,1.95,2.05,3.1,21,2,Normal,Good
ALE-1030,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,234.37,5,2.35,2.95,2.53,3.9,27,1,Normal,Good
OLE-0449,OLE,27-11-2022,27-11-2022,Actual,Cyber-Fraud,Payments,45.76,1,0.91,0.66,1,3.5,14,2,Normal,Good
OLE-0717,OLE,13-12-2022,13-12-2022,Actual,System Failure,ATM Network,18.62,5,0.56,1.11,1,2.6,16,1,Normal,Good
ALE-1088,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,10,2,2.41,3.42,2.5,3.9,26,1,Normal,Good
ALE-1175,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,166.92,3,2.15,1.36,0.97,2.9,15,0,Normal,Good
OLE-0001,OLE,11-02-2023,11-02-2023,Actual,Cyber-Fraud,E-Banking,59.71,5,0.82,0.6,1,3.1,21,2,Normal,Good
ALE-0702,ALE,Synth-2022,Null,Synthetic,Phishing,E-Banking,181.19,2,2.71,2.23,1.5,3.9,20,1,Normal,Good
ALE-0244,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,141.65,2,1.93,2.46,2.99,2.8,29,1,Normal,Good
ALE-0251,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,E-Banking,229.52,4,2.63,2.63,2.08,2.8,24,2,Normal,Good
ALE-0530,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,147.56,5,1.42,2.35,2.83,2.8,19,0,Normal,Good
OLE-0083,OLE,23-08-2023,23-08-2023,Actual,Data Breach,E-Banking,24.33,2,1.09,0.81,1,3.6,20,2,Normal,Good
ALE-0602,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,162.02,2,1.34,3.42,4.24,3.8,24,1,Normal,Good
OLE-0677,OLE,22-11-2022,22-11-2022,Actual,System Failure,Payments,42.18,4,0.98,1.33,1,4,18,1,Normal,Good
ALE-0788,ALE,Synth-2022,Null,Synthetic,System Failure,Retail Banking,198.39,1,2.12,1.38,1.38,3,27,2,Normal,Good
ALE-0189,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,276.93,3,0.87,1.52,1.24,2.8,22,0,Normal,Good
OLE-0771,OLE,12-03-2023,12-03-2023,Actual,Tech Failure,ATM Network,41.37,2,0.95,0.96,1,3.9,20,2,Normal,Good
ALE-0518,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Retail Banking,79.19,1,1.2,1.23,0.92,3.8,18,2,Normal,Good
ALE-0594,ALE,Synth-2022,Null,Synthetic,Tech Failure,Payments,140.43,4,1.71,2.17,1.68,3.9,27,2,Normal,Good
ALE-0933,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,134.79,5,2.7,1.58,1.93,2.6,15,1,Normal,Good
ALE-0833,ALE,Synth-2022,Null,Synthetic,Phishing,Retail Banking,189.5,5,2.75,1.4,1.26,3.8,19,0,Normal,Good
OLE-0405,OLE,04-06-2022,04-06-2022,Actual,Cyber-Fraud,Payments,5,5,1.18,1.45,1,3.7,24,2,Normal,Good
ALE-1097,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,76.81,2,2.43,1.93,1.45,2.5,15,0,Normal,Good
ALE-0615,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,126.96,4,1.4,1.64,1.16,3.6,16,1,Normal,Good
ALE-1167,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,57.17,2,2.54,1.84,1.33,3.5,15,1,Normal,Good
OLE-0105,OLE,13-04-2023,13-04-2023,Actual,Data Breach,ATM Network,73.83,2,0.53,0.84,1,3,18,0,Normal,Good
OLE-0689,OLE,21-05-2022,21-05-2022,Actual,System Failure,Retail Banking,33.01,5,0.47,1.16,1,3.6,15,1,Normal,Good
ALE-1281,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,199.92,1,2.36,1.33,1.07,3.6,27,2,Normal,Good
OLE-0827,OLE,05-09-2022,05-09-2022,Actual,System Failure,Payments,19.65,5,1.01,1.39,1,3.8,19,0,Normal,Good
ALE-0383,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,54.07,5,1.26,3.27,2.8,2.7,15,2,Normal,Good
OLE-0063,OLE,14-02-2023,14-02-2023,Actual,Cyber-Fraud,Retail Banking,85.05,3,0.75,0.89,1,3.2,18,1,Normal,Good
ALE-0448,ALE,Synth-2022,Null,Synthetic,System Failure,E-Banking,49.02,3,0.87,2.75,2.54,3.2,22,1,Normal,Good
OLE-0853,OLE,10-11-2023,10-11-2023,Actual,System Failure,E-Banking,76.35,1,0.39,1.04,1,3.8,24,1,Normal,Good
ALE-0941,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Payments,153.11,5,2.58,1.63,1.72,3,27,1,Normal,Good
ALE-0405,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,158.55,5,1.14,2.12,2.01,3.3,20,1,Normal,Good
OLE-0224,OLE,12-12-2022,12-12-2022,Actual,Cyber-Fraud,Payments,89.51,2,0.87,1.22,1,2.9,14,2,Normal,Good
OLE-0146,OLE,30-09-2022,30-09-2022,Actual,Tech Failure,Payments,5,1,0.56,0.54,1,2.7,23,2,Normal,Good
ALE-0231,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,165.34,2,2.25,1.88,1.98,2.7,17,0,Normal,Good
OLE-0374,OLE,08-08-2023,08-08-2023,Actual,System Failure,Payments,18.3,5,0.89,0.8,1,3.4,22,0,Normal,Good
ALE-0757,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,97.65,4,1.11,1.43,1.63,3.4,15,1,Normal,Good
ALE-0285,ALE,Synth-2022,Null,Synthetic,System Failure,ATM Network,10,5,2.22,1.97,1.48,3.5,24,2,Normal,Good
ALE-1201,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,120.95,3,1.8,2.26,2.05,3.3,26,1,Normal,Good
ALE-1009,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,154.51,3,1.14,1.77,1.55,3.6,26,2,Normal,Good
ALE-0417,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,70.12,2,1.93,2.21,1.91,3.5,29,1,Normal,Good
ALE-0408,ALE,Synth-2022,Null,Synthetic,Data Breach,Online Services,159.19,1,2.61,2.49,1.69,2.8,17,0,Normal,Good
ALE-0955,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,89.98,4,1.83,2.12,2.37,3.5,15,1,Normal,Good
ALE-0608,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,251.47,1,2.36,2.66,2.94,3.6,28,1,Normal,Good
OLE-0010,OLE,01-08-2022,01-08-2022,Actual,Data Breach,ATM Network,23.16,2,0.69,1.47,1,3.4,21,2,Normal,Good
OLE-0450,OLE,15-12-2022,15-12-2022,Actual,System Failure,Payments,90.21,4,0.78,0.62,1,3.8,16,1,Normal,Good
OLE-0709,OLE,28-11-2023,28-11-2023,Actual,Tech Failure,Retail Banking,41.8,5,0.49,1.29,1,3.4,14,0,Normal,Good
OLE-0256,OLE,07-01-2023,07-01-2023,Actual,Tech Failure,Retail Banking,62.26,4,0.79,0.57,1,3.7,15,0,Normal,Good
ALE-0025,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,124.51,5,2.64,1.3,1.35,3.8,22,0,Normal,Good
OLE-0390,OLE,15-08-2023,15-08-2023,Actual,Tech Failure,Payments,54.71,4,1.28,1.11,1,3.1,24,1,Normal,Good
ALE-0632,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,23.72,2,1.56,3.42,2.99,2.7,20,0,Normal,Good
ALE-0051,ALE,Synth-2022,Null,Synthetic,System Failure,Payments,89.35,5,2.47,2.59,2.16,2.6,25,0,Normal,Good
ALE-0067,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,219.78,4,2.06,2.13,2.02,2.8,18,2,Normal,Good
ALE-1071,ALE,Synth-2022,Null,Synthetic,Cyber-Fraud,Online Services,155.37,2,2.3,1.91,1.6,3.9,21,2,Normal,Good
ALE-0536,ALE,Synth-2022,Null,Synthetic,Data Breach,ATM Network,69.37,5,1.01,2.01,1.45,2.6,24,2,Normal,Good
OLE-0461,OLE,23-01-2022,23-01-2022,Actual,Cyber-Fraud,E-Banking,44.75,4,0.33,0.62,1,2.7,20,2,Normal,Good
ALE-0580,ALE,Synth-2022,Null,Synthetic,Phishing,Payments,128.5,4,1.62,2.66,3.27,3.6,20,0,Normal,Good
ALE-1068,ALE,Synth-2022,Null,Synthetic,Tech Failure,E-Banking,143.03,4,1.87,2.22,2.19,4,18,0,Normal,Good
ALE-0311,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,244.65,1,2.91,3.09,2.21,2.8,15,0,Normal,Good
ALE-0101,ALE,Synth-2022,Null,Synthetic,Phishing,ATM Network,60.86,1,1.93,1.66,1.62,3.4,22,1,Normal,Good
OLE-0502,OLE,03-03-2023,03-03-2023,Actual,Tech Failure,Payments,41.48,3,0.67,0.93,1,3.5,18,2,Normal,Good
OLE-0740,OLE,11-04-2022,11-04-2022,Actual,System Failure,ATM Network,64.38,4,0.95,0.55,1,2.6,24,2,Normal,Good
OLE-0041,OLE,26-08-2022,26-08-2022,Actual,Cyber-Fraud,Retail Banking,28.85,4,0.41,1.46,1,3.5,22,2,Normal,Good
ALE-0011,ALE,Synth-2022,Null,Synthetic,Tech Failure,Online Services,85.61,4,2.08,2.73,1.9,3,29,0,Normal,Good
OLE-0732,OLE,03-06-2022,03-06-2022,Actual,System Failure,ATM Network,47.23,2,1.35,0.85,1,3.6,21,2,Normal,Good
OLE-0540,OLE,27-06-2022,27-06-2022,Actual,Cyber-Fraud,Retail Banking,81.8,5,0.71,1.13,1,2.8,15,0,Normal,Good
ALE-0344,ALE,Synth-2022,Null,Synthetic,Data Breach,Retail Banking,123.54,4,1.15,2.74,2.06,2.7,27,0,Normal,Good
ALE-0482,ALE,Synth-2022,Null,Synthetic,Phishing,Online Services,178.24,2,1.19,3.19,2.67,3.9,15,0,Normal,Good
OLE-0698,OLE,21-12-2023,21-12-2023,Actual,Tech Failure,ATM Network,37.4,5,0.34,1.04,1,2.6,15,1,Normal,Good
ALE-0724,ALE,Synth-2022,Null,Synthetic,Data Breach,Payments,206.49,3,1.34,3.05,2.48,3.1,20,0,Normal,Good
ALE-0704,ALE,Synth-2022,Null,Synthetic,System Failure,Online Services,56.28,5,1.45,2.37,1.87,2.5,29,2,Normal,Good
